company,location,total_laid_off,date,percentage_laid_off,industry,stage,funds_raised,country,date_added,months,year,company_stage,funding_level,layoff_severity,full_shutdown,covid_period,layoff_percentage
actifio,boston,54.0,2020-12-16,0.14,data,acquired,352.0,united states,2020-12-17,12,2020,mature,high funding,moderate,0,covid period,14.000000000000002
oyo,"gurugram, non-u.s.",600.0,2020-12-08,0.22,travel,series f,3200.0,india,2020-12-09,12,2020,growth,very high funding,full shutdown,0,covid period,22.0
zinier,sf bay area,60.0,2020-11-25,0.15,hr,series c,120.0,united states,2020-12-01,11,2020,growth,medium funding,moderate,0,covid period,15.0
aya,"toronto, non-u.s.",5.0,2020-11-19,0.25,finance,seed,3.0,canada,2020-11-19,11,2020,startup,low funding,full shutdown,0,covid period,25.0
domio,new york city,100.0,2020-11-18,0.5,real estate,series b,116.0,united states,2020-11-19,11,2020,startup,medium funding,full shutdown,0,covid period,50.0
bridge connector,nashville,154.0,2020-11-17,1.0,healthcare,series b,45.0,united states,2020-11-19,11,2020,startup,low funding,full shutdown,1,covid period,100.0
tidepool,sf bay area,18.0,2020-11-17,0.4,healthcare,unknown,186.5,united states,2021-01-09,11,2020,unknown,high funding,full shutdown,0,covid period,40.0
igenous,seattle,79.0,2020-11-17,0.14,data,series c,67.0,united states,2020-11-19,11,2020,growth,medium funding,moderate,0,covid period,14.000000000000002
scoop,sf bay area,128.0,2020-11-17,0.17,transportation,series c,95.0,united states,2020-12-02,11,2020,growth,medium funding,severe,0,covid period,17.0
worksmith,austin,30.0,2020-11-09,0.5,retail,unknown,3.8,united states,2020-11-12,11,2020,unknown,low funding,full shutdown,0,covid period,50.0
rubica,seattle,70.0,2020-11-05,1.0,security,series a,14.0,united states,2020-12-23,11,2020,startup,low funding,full shutdown,1,covid period,100.0
bossa nova,sf bay area,100.0,2020-11-02,0.5,retail,unknown,101.6,united states,2020-11-05,11,2020,unknown,medium funding,full shutdown,0,covid period,50.0
liveperson,new york city,30.0,2020-11-01,0.11,support,post-ipo,42.0,united states,2023-01-21,11,2020,mature,low funding,low,0,covid period,11.0
remedy,austin,82.0,2020-10-29,0.2,healthcare,series a,12.5,united states,2020-11-03,10,2020,startup,low funding,severe,0,covid period,20.0
knotel,new york city,20.0,2020-10-29,0.08,real estate,series c,560.0,united states,2020-11-03,10,2020,growth,very high funding,low,0,covid period,8.0
cheetah,sf bay area,124.0,2020-10-25,0.2,food,series b,67.0,united states,2020-11-04,10,2020,startup,medium funding,severe,0,covid period,20.0
codecombat,sf bay area,8.0,2020-10-23,0.2,education,series a,8.0,united states,2020-10-23,10,2020,startup,low funding,severe,0,covid period,20.0
quibi,los angeles,50.0,2020-10-21,1.0,media,private equity,1800.0,united states,2020-10-22,10,2020,mature,very high funding,full shutdown,1,covid period,100.0
zomato,"jakarta, non-u.s.",124.0,2020-10-20,0.2,food,series j,914.0,indonesia,2020-10-22,10,2020,mature,very high funding,severe,0,covid period,20.0
getyourguide,"berlin, non-u.s.",90.0,2020-10-14,0.17,travel,series e,656.0,germany,2020-10-16,10,2020,growth,very high funding,severe,0,covid period,17.0
olx india,"new delhi, non-u.s.",250.0,2020-10-10,0.14,marketing,acquired,28.0,india,2020-10-12,10,2020,mature,low funding,moderate,0,covid period,14.000000000000002
chef,seattle,75.0,2020-10-08,0.12,infrastructure,acquired,105.0,united states,2020-10-16,10,2020,mature,medium funding,moderate,0,covid period,12.0
alto pharmacy,sf bay area,47.0,2020-09-29,0.06,healthcare,series d,356.0,united states,2020-10-07,9,2020,growth,high funding,low,0,covid period,6.0
thewrap,los angeles,50.0,2020-09-29,0.15,media,series b,3.5,united states,2020-09-30,9,2020,startup,low funding,moderate,0,covid period,15.0
humanforest,"london, non-u.s.",128.0,2020-09-25,0.17,transportation,private equity,1.54,united kingdom,2020-09-28,9,2020,mature,low funding,severe,0,covid period,17.0
wework,"shenzen, non-u.s.",100.0,2020-09-23,0.22,real estate,series h,19500.0,china,2020-09-28,9,2020,mature,very high funding,full shutdown,0,covid period,22.0
air,new york city,58.0,2020-09-16,0.16,marketing,series a,18.0,united states,2020-09-21,9,2020,startup,low funding,moderate,0,covid period,16.0
ns8,las vegas,240.0,2020-09-11,0.95,data,series a,157.9,united states,2020-09-11,9,2020,startup,medium funding,full shutdown,0,covid period,95.0
bleacher report,"london, non-u.s.",20.0,2020-09-11,0.15,media,acquired,40.5,united kingdom,2020-09-12,9,2020,mature,low funding,moderate,0,covid period,15.0
hubhaus,sf bay area,100.0,2020-09-11,1.0,real estate,series a,13.4,united states,2020-09-12,9,2020,startup,low funding,full shutdown,1,covid period,100.0
waze,sf bay area,30.0,2020-09-09,0.05,transportation,acquired,67.0,united states,2020-09-10,9,2020,mature,medium funding,low,0,covid period,5.0
ouster,sf bay area,128.0,2020-09-08,0.1,transportation,series b,132.0,united states,2020-09-09,9,2020,startup,medium funding,low,0,covid period,10.0
swing education,sf bay area,100.0,2020-09-05,0.2,education,series b,22.8,united states,2020-09-08,9,2020,startup,low funding,severe,0,covid period,20.0
akerna,denver,65.0,2020-09-02,0.15,logistics,post-ipo,426.0,united states,2020-09-04,9,2020,mature,high funding,moderate,0,covid period,15.0
awok,"dubai, non-u.s.",100.0,2020-09-02,1.0,retail,series a,30.0,united arab emirates,2020-09-02,9,2020,startup,low funding,full shutdown,1,covid period,100.0
big fish games,seattle,250.0,2020-09-01,0.15,media,acquired,95.2,united states,2020-09-02,9,2020,mature,medium funding,moderate,0,covid period,15.0
gobear,"singapore, non-u.s.",22.0,2020-09-01,0.11,finance,unknown,97.0,singapore,2020-09-02,9,2020,unknown,medium funding,low,0,covid period,11.0
makemytrip,"new delhi, non-u.s.",350.0,2020-08-31,0.1,travel,post-ipo,548.0,india,2020-09-02,8,2020,mature,very high funding,low,0,covid period,10.0
salesforce,sf bay area,1000.0,2020-08-26,0.02,sales,post-ipo,65.4,united states,2020-08-26,8,2020,mature,medium funding,low,0,covid period,2.0
kununu,boston,69.5,2020-08-26,0.17,recruiting,acquired,85.0,united states,2020-09-02,8,2020,mature,medium funding,severe,0,covid period,17.0
superloop,"brisbane, non-u.s.",30.0,2020-08-24,0.12,infrastructure,post-ipo,36.0,australia,2022-06-26,8,2020,mature,low funding,moderate,0,covid period,12.0
spaces,los angeles,50.0,2020-08-24,0.15,media,acquired,9.5,united states,2020-08-26,8,2020,mature,low funding,moderate,0,covid period,15.0
streamsets,sf bay area,79.0,2020-08-20,0.14,data,series c,76.2,united states,2020-08-24,8,2020,growth,medium funding,moderate,0,covid period,14.000000000000002
docly,"london, non-u.s.",8.0,2020-08-19,0.8,healthcare,seed,15.5,united kingdom,2020-08-20,8,2020,startup,low funding,full shutdown,0,covid period,80.0
mapify,"berlin, non-u.s.",130.0,2020-08-19,0.22,travel,seed,1.3,germany,2020-08-25,8,2020,startup,low funding,full shutdown,0,covid period,22.0
lumina networks,sf bay area,75.0,2020-08-18,1.0,infrastructure,series a,10.0,united states,2020-08-20,8,2020,startup,low funding,full shutdown,1,covid period,100.0
dji,"shenzen, non-u.s.",129.5,2020-08-17,0.17,consumer,unknown,105.0,china,2020-08-18,8,2020,unknown,medium funding,severe,0,covid period,17.0
shopify,"ottawa, non-u.s.",30.0,2020-08-14,0.18,retail,post-ipo,122.3,canada,2020-08-14,8,2020,mature,medium funding,severe,0,covid period,18.0
invision,new york city,35.5,2020-08-14,0.16,product,series f,350.2,united states,2020-08-19,8,2020,growth,high funding,moderate,0,covid period,16.0
hopskipdrive,los angeles,128.0,2020-08-12,0.17,transportation,unknown,45.0,united states,2020-08-13,8,2020,unknown,low funding,severe,0,covid period,17.0
mozilla,sf bay area,250.0,2020-08-11,0.25,consumer,unknown,2.3,united states,2020-08-11,8,2020,unknown,low funding,full shutdown,0,covid period,25.0
eatsy,"singapore, non-u.s.",20.0,2020-08-08,1.0,food,seed,0.9755,singapore,2020-08-10,8,2020,startup,low funding,full shutdown,1,covid period,100.0
glossier,new york city,150.0,2020-08-07,0.38,retail,series d,186.4,united states,2020-08-19,8,2020,growth,high funding,full shutdown,0,covid period,38.0
the appraisal lane,"montevideo, non-u.s.",128.0,2020-08-07,0.17,transportation,seed,1.8,uruguay,2020-08-11,8,2020,startup,low funding,severe,0,covid period,17.0
thriver,"toronto, non-u.s.",75.0,2020-08-06,0.5,food,series b,53.0,canada,2020-08-07,8,2020,startup,low funding,full shutdown,0,covid period,50.0
vesta,atlanta,56.0,2020-08-05,0.1,sales,unknown,20.0,united states,2020-08-06,8,2020,unknown,low funding,low,0,covid period,10.0
booking.com,"amsterdam, non-u.s.",4375.0,2020-07-30,0.25,travel,acquired,85.0,netherlands,2020-08-04,7,2020,mature,medium funding,full shutdown,0,covid period,25.0
buy.com / rakuten,sf bay area,87.0,2020-07-30,1.0,retail,acquired,42.4,united states,2020-07-31,7,2020,mature,low funding,full shutdown,1,covid period,100.0
tzero,new york city,75.0,2020-07-30,0.2,finance,acquired,472.0,united states,2020-07-30,7,2020,mature,very high funding,severe,0,covid period,20.0
pared,sf bay area,124.0,2020-07-29,0.2,food,unknown,13.0,united states,2020-07-31,7,2020,unknown,low funding,severe,0,covid period,20.0
procore,los angeles,180.0,2020-07-28,0.09,construction,unknown,649.0,united states,2020-07-28,7,2020,unknown,very high funding,low,0,covid period,9.0
swiggy,"bengaluru, non-u.s.",350.0,2020-07-27,0.05,food,series i,1600.0,india,2020-07-28,7,2020,mature,very high funding,low,0,covid period,5.0
zeitgold,"berlin, non-u.s.",75.0,2020-07-27,0.72,finance,series b,60.18,germany,2020-08-03,7,2020,startup,low funding,full shutdown,0,covid period,72.0
perkbox,"london, non-u.s.",60.0,2020-07-27,0.15,hr,unknown,29.7,united kingdom,2020-07-27,7,2020,unknown,low funding,moderate,0,covid period,15.0
checkr,sf bay area,64.0,2020-07-23,0.12,hr,series d,309.0,united states,2020-07-24,7,2020,growth,high funding,moderate,0,covid period,12.0
sorabel,"jakarta, non-u.s.",100.0,2020-07-23,1.0,retail,series b,27.0,indonesia,2020-07-24,7,2020,startup,low funding,full shutdown,1,covid period,100.0
linkedin,sf bay area,960.0,2020-07-21,0.06,recruiting,acquired,154.0,united states,2020-07-21,7,2020,mature,medium funding,low,0,covid period,6.0
lighter capital,seattle,22.0,2020-07-20,0.49,finance,series b,15.0,united states,2020-07-20,7,2020,startup,low funding,full shutdown,0,covid period,49.0
cure.fit,"bengaluru, non-u.s.",120.0,2020-07-17,0.16,fitness,series d,404.6,india,2020-07-17,7,2020,growth,high funding,moderate,0,covid period,16.0
snaptravel,"toronto, non-u.s.",130.0,2020-07-16,0.22,travel,series a,22.4,canada,2020-07-17,7,2020,startup,low funding,full shutdown,0,covid period,22.0
optimizely,sf bay area,60.0,2020-07-15,0.15,marketing,series d,251.2,united states,2020-07-16,7,2020,growth,high funding,moderate,0,covid period,15.0
skyscanner,"edinburgh, non-u.s.",300.0,2020-07-14,0.2,travel,acquired,197.2,united kingdom,2020-07-14,7,2020,mature,high funding,severe,0,covid period,20.0
vox media,washington d.c.,50.0,2020-07-14,0.15,media,series f,307.6,united states,2020-07-15,7,2020,growth,high funding,moderate,0,covid period,15.0
yelp,sf bay area,63.0,2020-07-13,0.17,consumer,post-ipo,56.0,united states,2020-07-13,7,2020,mature,low funding,severe,0,covid period,17.0
bizongo,"mumbai, non-u.s.",140.0,2020-07-10,0.15,logistics,series c,70.0,india,2020-07-13,7,2020,growth,medium funding,moderate,0,covid period,15.0
zilingo,"singapore, non-u.s.",100.0,2020-07-09,0.12,retail,series d,307.0,singapore,2020-07-09,7,2020,growth,high funding,moderate,0,covid period,12.0
paysense,"mumbai, non-u.s.",40.0,2020-07-09,0.2,finance,acquired,25.6,india,2020-07-10,7,2020,mature,low funding,severe,0,covid period,20.0
funding circle,sf bay area,85.0,2020-07-08,0.2,finance,post-ipo,746.0,united states,2020-07-09,7,2020,mature,very high funding,severe,0,covid period,20.0
ondeck,new york city,75.0,2020-07-08,0.2,finance,post-ipo,1200.0,united states,2020-07-13,7,2020,mature,very high funding,severe,0,covid period,20.0
the wing,new york city,56.0,2020-07-01,0.22,real estate,series c,117.0,united states,2020-07-09,7,2020,growth,medium funding,full shutdown,0,covid period,22.0
sharethrough,sf bay area,18.0,2020-07-01,0.14,marketing,series d,38.0,united states,2020-07-02,7,2020,growth,low funding,moderate,0,covid period,14.000000000000002
kongregate,sf bay area,12.0,2020-07-01,0.15,media,series c,19.0,united states,2020-07-03,7,2020,growth,low funding,moderate,0,covid period,15.0
havenly,denver,5.0,2020-07-01,0.17,consumer,series c,57.8,united states,2020-07-02,7,2020,growth,low funding,severe,0,covid period,17.0
g2,chicago,17.0,2020-06-30,0.05,marketing,series c,100.8,united states,2020-07-01,6,2020,growth,medium funding,low,0,covid period,5.0
hired,sf bay area,69.5,2020-06-30,0.17,recruiting,series d,132.0,united states,2020-07-09,6,2020,growth,medium funding,severe,0,covid period,17.0
katerra,sf bay area,400.0,2020-06-29,0.07,construction,series e,1300.0,united states,2020-06-30,6,2020,growth,very high funding,low,0,covid period,7.000000000000001
bounce,"bengaluru, non-u.s.",130.0,2020-06-29,0.22,transportation,series d,214.2,india,2020-06-30,6,2020,growth,high funding,full shutdown,0,covid period,22.0
argo ai,"munich, non-u.s.",100.0,2020-06-29,0.17,transportation,unknown,3600.0,germany,2020-06-29,6,2020,unknown,very high funding,severe,0,covid period,17.0
bossa nova,sf bay area,61.0,2020-06-29,0.18,retail,unknown,101.6,united states,2020-06-30,6,2020,unknown,medium funding,severe,0,covid period,18.0
new relic,portland,20.0,2020-06-29,0.12,infrastructure,post-ipo,214.5,united states,2020-06-30,6,2020,mature,high funding,moderate,0,covid period,12.0
engine ecommerce,fayetteville,100.0,2020-06-28,1.0,retail,unknown,4.0,united states,2020-07-09,6,2020,unknown,low funding,full shutdown,1,covid period,100.0
byton,sf bay area,128.0,2020-06-27,0.17,transportation,series c,1200.0,united states,2020-06-29,6,2020,growth,very high funding,severe,0,covid period,17.0
sprinklr,new york city,100.0,2020-06-25,0.11,support,series f,228.0,united states,2020-06-26,6,2020,growth,high funding,low,0,covid period,11.0
godaddy,austin,451.0,2020-06-24,0.06,marketing,post-ipo,426.0,united states,2020-06-25,6,2020,mature,high funding,low,0,covid period,6.0
sonos,new york city,174.0,2020-06-24,0.12,consumer,post-ipo,455.2,united states,2020-06-25,6,2020,mature,very high funding,moderate,0,covid period,12.0
oyo,dallas,130.0,2020-06-24,0.22,travel,series f,3200.0,united states,2020-07-09,6,2020,growth,very high funding,full shutdown,0,covid period,22.0
gojek,"jakarta, non-u.s.",430.0,2020-06-23,0.09,transportation,series f,4800.0,indonesia,2020-06-23,6,2020,growth,very high funding,low,0,covid period,9.0
scalefactor,austin,90.0,2020-06-23,0.9,finance,series c,103.0,united states,2020-06-23,6,2020,growth,medium funding,full shutdown,0,covid period,90.0
dark,sf bay area,6.0,2020-06-23,1.0,product,seed,3.0,united states,2020-06-29,6,2020,startup,low funding,full shutdown,1,covid period,100.0
intuit,sf bay area,715.0,2020-06-22,0.07,finance,post-ipo,18.0,united states,2020-06-22,6,2020,mature,low funding,low,0,covid period,7.000000000000001
wework,"london, non-u.s.",200.0,2020-06-19,0.22,real estate,series h,19500.0,united kingdom,2020-06-27,6,2020,mature,very high funding,full shutdown,0,covid period,22.0
atlas obscura,new york city,15.0,2020-06-18,0.15,media,series b,32.0,united states,2020-06-23,6,2020,startup,low funding,moderate,0,covid period,15.0
navi,"bengaluru, non-u.s.",40.0,2020-06-17,0.25,finance,private equity,582.0,india,2020-06-20,6,2020,mature,very high funding,full shutdown,0,covid period,25.0
paisabazaar,"gurugram, non-u.s.",1500.0,2020-06-16,0.5,finance,series g,496.0,india,2020-06-16,6,2020,growth,very high funding,full shutdown,0,covid period,50.0
grab,"singapore, non-u.s.",360.0,2020-06-16,0.05,transportation,series i,9900.0,singapore,2020-06-16,6,2020,mature,very high funding,low,0,covid period,5.0
splunk,sf bay area,70.0,2020-06-16,0.01,data,post-ipo,40.0,united states,2020-06-18,6,2020,mature,low funding,low,0,covid period,1.0
redox,madison,44.0,2020-06-16,0.25,healthcare,series c,50.0,united states,2020-06-23,6,2020,growth,low funding,full shutdown,0,covid period,25.0
conga,denver,79.0,2020-06-15,0.11,data,acquired,117.0,united states,2020-06-23,6,2020,mature,medium funding,low,0,covid period,11.0
stockwell ai,sf bay area,100.0,2020-06-15,1.0,retail,series b,10.0,united states,2020-06-16,6,2020,startup,low funding,full shutdown,1,covid period,100.0
uber,"amsterdam, non-u.s.",225.0,2020-06-12,0.25,transportation,post-ipo,24700.0,netherlands,2020-06-27,6,2020,mature,very high funding,full shutdown,0,covid period,25.0
synapsefi,sf bay area,63.0,2020-06-12,0.48,finance,series b,50.0,united states,2020-06-13,6,2020,startup,low funding,full shutdown,0,covid period,48.0
scalefocus,"sofia, non-u.s.",120.0,2020-06-11,0.1,infrastructure,unknown,186.5,bulgaria,2020-06-11,6,2020,unknown,high funding,low,0,covid period,10.0
branch,new york city,3.0,2020-06-11,0.27,retail,seed,2.0,united states,2020-06-11,6,2020,startup,low funding,full shutdown,0,covid period,27.0
her campus media,boston,10.0,2020-06-10,0.18,media,unknown,186.5,united states,2020-06-10,6,2020,unknown,high funding,severe,0,covid period,18.0
integrate.ai,"toronto, non-u.s.",26.0,2020-06-09,0.11,support,unknown,39.6,canada,2020-06-30,6,2020,unknown,low funding,low,0,covid period,11.0
the athletic,sf bay area,46.0,2020-06-05,0.08,media,series d,139.0,united states,2020-06-05,6,2020,growth,medium funding,low,0,covid period,8.0
ethos life,sf bay area,18.0,2020-06-05,0.14,finance,series c,106.0,united states,2020-06-06,6,2020,growth,medium funding,moderate,0,covid period,14.000000000000002
lastline,sf bay area,50.0,2020-06-04,0.4,security,series c,52.0,united states,2020-06-04,6,2020,growth,low funding,full shutdown,0,covid period,40.0
